transaction_id,event_ts,amount,merchant_category,channel,country_risk,prior_chargebacks,velocity_24h,account_age_days,is_weekend,is_fraud,chargeback_loss
3171,2025-09-22T04:00:00,155.37,Subscription,Card Present,1,0,3,405,0,0,0.0
3172,2025-09-22T06:00:00,91.59,Cash Advance,ATM,1,0,2,482,0,0,0.0
3173,2025-09-22T08:00:00,223.67,Retail,Mobile,1,0,2,583,0,0,0.0
3174,2025-09-22T10:00:00,133.74,Cash Advance,ATM,1,0,2,232,0,0,0.0
3175,2025-09-22T12:00:00,175.46,Electronics,Mobile,1,0,2,405,0,0,0.0
3176,2025-09-22T14:00:00,222.39,Retail,Card Present,3,0,1,158,0,0,0.0
3177,2025-09-22T16:00:00,166.14,Retail,Mobile,1,0,1,435,0,0,0.0
3178,2025-09-22T18:00:00,31.56,Retail,Online,1,1,3,353,0,0,0.0
3179,2025-09-22T20:00:00,164.57,Subscription,Online,2,1,3,306,0,0,0.0
3180,2025-09-22T22:00:00,206.75,Dining,Card Present,3,0,2,413,0,0,0.0
3181,2025-09-23T00:00:00,100.65,Dining,ATM,1,1,3,403,0,0,0.0
3182,2025-09-23T02:00:00,120.45,Dining,Card Present,1,0,2,605,0,0,0.0
3183,2025-09-23T04:00:00,85.75,Subscription,ATM,1,0,4,546,0,0,0.0
3184,2025-09-23T06:00:00,252.0,Cash Advance,Online,3,0,4,185,0,1,167.91
3185,2025-09-23T08:00:00,46.37,Subscription,Card Present,2,0,5,277,0,0,0.0
3186,2025-09-23T10:00:00,260.76,Electronics,Mobile,3,0,2,309,0,1,256.18
3187,2025-09-23T12:00:00,47.74,Dining,ATM,2,0,4,489,0,0,0.0
3188,2025-09-23T14:00:00,75.99,Cash Advance,Card Present,1,0,2,476,0,0,0.0
3189,2025-09-23T16:00:00,218.94,Dining,ATM,2,0,1,555,0,0,0.0
3190,2025-09-23T18:00:00,179.56,Electronics,Card Present,1,0,5,294,0,0,0.0
3191,2025-09-23T20:00:00,181.24,Travel,ATM,1,0,1,293,0,0,0.0
3192,2025-09-23T22:00:00,310.49,Dining,Card Present,1,1,2,435,0,0,0.0
3193,2025-09-24T00:00:00,178.18,Electronics,Mobile,2,0,3,13,0,0,0.0
3194,2025-09-24T02:00:00,204.67,Retail,Online,2,1,1,465,0,0,0.0
3195,2025-09-24T04:00:00,92.16,Electronics,Online,1,1,6,563,0,0,0.0
3196,2025-09-24T06:00:00,215.49,Cash Advance,Card Present,1,1,5,289,0,0,0.0
3197,2025-09-24T08:00:00,101.08,Dining,Online,2,0,3,820,0,0,0.0
3198,2025-09-24T10:00:00,107.7,Subscription,ATM,1,0,6,729,0,0,0.0
3199,2025-09-24T12:00:00,202.16,Electronics,Card Present,2,0,4,224,0,0,0.0
3200,2025-09-24T14:00:00,201.01,Subscription,Card Present,3,2,3,613,0,0,0.0
3201,2025-09-24T16:00:00,214.38,Cash Advance,Card Present,1,0,1,347,0,0,0.0
3202,2025-09-24T18:00:00,61.78,Electronics,ATM,1,0,3,398,0,0,0.0
3203,2025-09-24T20:00:00,103.64,Subscription,Mobile,1,0,6,517,0,0,0.0
3204,2025-09-24T22:00:00,20.39,Electronics,Card Present,2,0,4,701,0,0,0.0
3205,2025-09-25T00:00:00,149.64,Electronics,Online,2,0,3,309,0,0,0.0
3206,2025-09-25T02:00:00,186.36,Electronics,Online,1,0,2,105,0,0,0.0
3207,2025-09-25T04:00:00,254.88,Dining,Card Present,3,0,3,353,0,0,0.0
3208,2025-09-25T06:00:00,120.48,Travel,Mobile,1,0,2,226,0,0,0.0
3209,2025-09-25T08:00:00,134.48,Dining,Mobile,1,0,5,443,0,0,0.0
3210,2025-09-25T10:00:00,98.2,Subscription,Mobile,1,0,1,265,0,0,0.0
3211,2025-09-25T12:00:00,31.43,Retail,ATM,2,0,4,439,0,0,0.0
3212,2025-09-25T14:00:00,549.44,Dining,Card Present,2,0,6,372,0,0,0.0
3213,2025-09-25T16:00:00,272.64,Electronics,Card Present,1,0,3,432,0,0,0.0
3214,2025-09-25T18:00:00,84.61,Subscription,ATM,1,0,1,341,0,0,0.0
3215,2025-09-25T20:00:00,89.23,Dining,Card Present,2,0,1,465,0,0,0.0
3216,2025-09-25T22:00:00,100.5,Dining,Card Present,1,0,5,349,0,0,0.0
3217,2025-09-26T00:00:00,196.72,Subscription,ATM,2,0,4,250,0,0,0.0
3218,2025-09-26T02:00:00,106.12,Retail,Card Present,2,0,1,545,0,0,0.0
3219,2025-09-26T04:00:00,475.76,Electronics,ATM,2,0,2,363,0,0,0.0
3220,2025-09-26T06:00:00,367.61,Retail,Mobile,1,1,4,725,0,0,0.0
3221,2025-09-26T08:00:00,117.49,Travel,ATM,3,1,3,572,0,0,0.0
3222,2025-09-26T10:00:00,550.64,Dining,Online,2,1,2,439,0,0,0.0
3223,2025-09-26T12:00:00,178.82,Cash Advance,Online,1,1,2,449,0,0,0.0
3224,2025-09-26T14:00:00,198.44,Subscription,ATM,1,0,1,547,0,0,0.0
3225,2025-09-26T16:00:00,149.63,Travel,Online,2,1,4,589,0,0,0.0
3226,2025-09-26T18:00:00,325.9,Retail,Mobile,1,0,2,234,0,0,0.0
3227,2025-09-26T20:00:00,245.26,Retail,Mobile,3,2,2,560,0,0,0.0
3228,2025-09-26T22:00:00,91.83,Subscription,Card Present,2,0,2,568,0,0,0.0
3229,2025-09-27T00:00:00,199.5,Electronics,ATM,3,1,3,643,1,0,0.0
3230,2025-09-27T02:00:00,97.54,Cash Advance,Online,2,0,2,254,1,0,0.0
3231,2025-09-27T04:00:00,491.68,Retail,ATM,1,0,3,264,1,0,0.0
3232,2025-09-27T06:00:00,110.35,Dining,Card Present,1,0,3,504,1,0,0.0
3233,2025-09-27T08:00:00,112.74,Dining,Mobile,1,0,4,310,1,0,0.0
3234,2025-09-27T10:00:00,76.05,Subscription,Online,1,0,2,192,1,0,0.0
3235,2025-09-27T12:00:00,390.2,Electronics,Card Present,2,1,3,64,1,0,0.0
3236,2025-09-27T14:00:00,373.69,Dining,Mobile,1,0,1,248,1,0,0.0
3237,2025-09-27T16:00:00,360.37,Dining,Card Present,2,0,3,571,1,0,0.0
3238,2025-09-27T18:00:00,260.88,Subscription,Mobile,1,1,4,291,1,0,0.0
3239,2025-09-27T20:00:00,59.55,Travel,Card Present,3,0,2,524,1,0,0.0
3240,2025-09-27T22:00:00,168.7,Travel,ATM,1,0,3,517,1,0,0.0
3241,2025-09-28T00:00:00,101.13,Cash Advance,Card Present,3,0,1,538,1,0,0.0
3242,2025-09-28T02:00:00,194.35,Subscription,ATM,3,0,4,460,1,0,0.0
3243,2025-09-28T04:00:00,292.1,Retail,Mobile,2,0,3,146,1,0,0.0
3244,2025-09-28T06:00:00,151.7,Dining,Online,2,2,1,443,1,0,0.0
3245,2025-09-28T08:00:00,197.96,Dining,Mobile,1,0,3,508,1,0,0.0
3246,2025-09-28T10:00:00,148.98,Travel,Mobile,1,0,4,759,1,0,0.0
3247,2025-09-28T12:00:00,79.99,Subscription,Mobile,2,0,1,593,1,0,0.0
3248,2025-09-28T14:00:00,120.06,Subscription,Online,3,0,5,191,1,0,0.0
3249,2025-09-28T16:00:00,278.41,Electronics,ATM,1,0,4,373,1,0,0.0
3250,2025-09-28T18:00:00,589.36,Subscription,ATM,1,1,2,324,1,0,0.0
3251,2025-09-28T20:00:00,68.66,Dining,Card Present,3,0,3,378,1,0,0.0
3252,2025-09-28T22:00:00,66.34,Retail,ATM,2,0,1,420,1,0,0.0
3253,2025-09-29T00:00:00,107.23,Subscription,Mobile,1,1,1,603,0,0,0.0
3254,2025-09-29T02:00:00,167.87,Cash Advance,Online,1,0,2,442,0,0,0.0
3255,2025-09-29T04:00:00,179.35,Cash Advance,Online,2,0,3,706,0,0,0.0
3256,2025-09-29T06:00:00,181.06,Cash Advance,Card Present,1,2,1,589,0,0,0.0
3257,2025-09-29T08:00:00,8.94,Dining,ATM,3,0,3,118,0,0,0.0
3258,2025-09-29T10:00:00,360.13,Electronics,Mobile,1,0,5,278,0,0,0.0
3259,2025-09-29T12:00:00,35.64,Retail,Online,2,0,3,302,0,0,0.0
3260,2025-09-29T14:00:00,157.77,Electronics,Card Present,1,0,3,416,0,0,0.0
3261,2025-09-29T16:00:00,33.01,Dining,Mobile,1,2,2,291,0,0,0.0
3262,2025-09-29T18:00:00,40.89,Dining,Mobile,2,0,4,272,0,0,0.0
3263,2025-09-29T20:00:00,190.51,Subscription,Card Present,1,0,4,763,0,0,0.0
3264,2025-09-29T22:00:00,86.75,Dining,Mobile,1,1,2,406,0,0,0.0
3265,2025-09-30T00:00:00,233.24,Travel,Mobile,1,1,3,5,0,0,0.0
3266,2025-09-30T02:00:00,50.3,Cash Advance,Mobile,1,1,4,279,0,0,0.0
3267,2025-09-30T04:00:00,117.57,Dining,Mobile,1,0,4,490,0,0,0.0
3268,2025-09-30T06:00:00,219.51,Electronics,Online,1,0,2,364,0,0,0.0
3269,2025-09-30T08:00:00,89.55,Retail,Card Present,2,1,3,495,0,0,0.0
3270,2025-09-30T10:00:00,232.49,Cash Advance,Card Present,1,1,4,510,0,0,0.0
3271,2025-09-30T12:00:00,76.66,Electronics,Mobile,1,0,3,413,0,0,0.0
3272,2025-09-30T14:00:00,144.53,Electronics,Card Present,1,0,1,374,0,0,0.0
3273,2025-09-30T16:00:00,107.68,Dining,ATM,2,2,2,426,0,0,0.0
3274,2025-09-30T18:00:00,73.73,Dining,Online,1,0,3,501,0,0,0.0
3275,2025-09-30T20:00:00,162.53,Retail,Online,1,0,3,330,0,0,0.0
3276,2025-09-30T22:00:00,271.48,Dining,Online,2,0,5,435,0,0,0.0
3277,2025-10-01T00:00:00,213.47,Travel,Card Present,1,0,4,595,0,0,0.0
3278,2025-10-01T02:00:00,117.27,Dining,Mobile,3,0,2,201,0,0,0.0
3279,2025-10-01T04:00:00,84.15,Travel,Card Present,2,1,1,649,0,0,0.0
3280,2025-10-01T06:00:00,161.1,Travel,ATM,1,1,2,754,0,0,0.0
3281,2025-10-01T08:00:00,119.73,Dining,Mobile,2,0,1,520,0,0,0.0
3282,2025-10-01T10:00:00,120.17,Electronics,ATM,2,0,1,335,0,0,0.0
3283,2025-10-01T12:00:00,100.72,Dining,ATM,2,0,2,702,0,0,0.0
3284,2025-10-01T14:00:00,263.54,Subscription,Online,3,2,3,458,0,1,204.02
3285,2025-10-01T16:00:00,366.29,Electronics,Card Present,1,0,1,156,0,0,0.0
3286,2025-10-01T18:00:00,49.04,Retail,Online,1,0,4,437,0,0,0.0
3287,2025-10-01T20:00:00,82.14,Subscription,Online,2,0,2,403,0,0,0.0
3288,2025-10-01T22:00:00,160.72,Cash Advance,Mobile,1,2,3,486,0,0,0.0
3289,2025-10-02T00:00:00,85.11,Travel,ATM,1,1,3,357,0,0,0.0
3290,2025-10-02T02:00:00,276.32,Retail,Mobile,1,0,2,893,0,0,0.0
3291,2025-10-02T04:00:00,282.9,Cash Advance,ATM,1,1,6,383,0,0,0.0
3292,2025-10-02T06:00:00,165.23,Dining,Online,2,0,1,518,0,0,0.0
3293,2025-10-02T08:00:00,261.17,Subscription,ATM,1,0,3,440,0,0,0.0
3294,2025-10-02T10:00:00,157.14,Dining,ATM,1,0,1,527,0,0,0.0
3295,2025-10-02T12:00:00,125.41,Electronics,Card Present,1,0,2,689,0,0,0.0
3296,2025-10-02T14:00:00,238.28,Retail,Online,1,0,2,249,0,0,0.0
3297,2025-10-02T16:00:00,403.43,Dining,Mobile,1,1,5,462,0,0,0.0
3298,2025-10-02T18:00:00,200.68,Travel,ATM,1,0,4,193,0,0,0.0
3299,2025-10-02T20:00:00,182.24,Electronics,Mobile,2,1,2,477,0,0,0.0
3300,2025-10-02T22:00:00,157.62,Travel,Online,1,1,1,502,0,0,0.0
3301,2025-10-03T00:00:00,681.46,Cash Advance,Card Present,1,1,3,173,0,0,0.0
3302,2025-10-03T02:00:00,96.91,Dining,Online,2,1,3,210,0,0,0.0
3303,2025-10-03T04:00:00,152.96,Dining,Card Present,1,1,3,404,0,0,0.0
3304,2025-10-03T06:00:00,33.15,Cash Advance,Online,2,1,2,461,0,0,0.0
3305,2025-10-03T08:00:00,93.5,Dining,Online,1,1,6,298,0,0,0.0
3306,2025-10-03T10:00:00,56.02,Electronics,Card Present,1,0,3,298,0,0,0.0
3307,2025-10-03T12:00:00,296.91,Dining,Card Present,2,0,4,334,0,0,0.0
3308,2025-10-03T14:00:00,98.81,Subscription,ATM,3,0,5,622,0,0,0.0
3309,2025-10-03T16:00:00,84.41,Retail,Mobile,2,1,3,314,0,0,0.0
3310,2025-10-03T18:00:00,160.65,Subscription,ATM,1,0,3,362,0,0,0.0
3311,2025-10-03T20:00:00,148.45,Travel,ATM,1,1,3,316,0,0,0.0
3312,2025-10-03T22:00:00,167.98,Cash Advance,Online,2,0,4,519,0,0,0.0
3313,2025-10-04T00:00:00,71.64,Cash Advance,Mobile,1,0,4,400,1,0,0.0
3314,2025-10-04T02:00:00,131.34,Cash Advance,Online,2,0,2,174,1,0,0.0
3315,2025-10-04T04:00:00,191.64,Electronics,Mobile,2,2,2,423,1,0,0.0
3316,2025-10-04T06:00:00,147.26,Electronics,ATM,2,0,2,299,1,0,0.0
3317,2025-10-04T08:00:00,559.68,Electronics,ATM,3,0,2,486,1,0,0.0
3318,2025-10-04T10:00:00,79.06,Subscription,Online,1,1,3,131,1,0,0.0
3319,2025-10-04T12:00:00,214.23,Subscription,Card Present,3,1,2,317,1,0,0.0
3320,2025-10-04T14:00:00,114.88,Travel,Online,1,0,4,483,1,0,0.0
3321,2025-10-04T16:00:00,171.9,Retail,ATM,2,1,4,489,1,0,0.0
3322,2025-10-04T18:00:00,544.09,Cash Advance,Mobile,1,1,2,383,1,0,0.0
3323,2025-10-04T20:00:00,53.86,Travel,ATM,1,1,2,459,1,0,0.0
3324,2025-10-04T22:00:00,183.23,Subscription,ATM,2,1,4,555,1,0,0.0
3325,2025-10-05T00:00:00,177.07,Retail,Online,2,0,4,169,1,0,0.0
3326,2025-10-05T02:00:00,19.76,Dining,ATM,2,2,3,147,1,0,0.0
3327,2025-10-05T04:00:00,101.04,Retail,Mobile,1,1,2,475,1,0,0.0
3328,2025-10-05T06:00:00,148.92,Travel,Mobile,1,1,1,660,1,0,0.0
3329,2025-10-05T08:00:00,393.58,Travel,Card Present,1,0,5,826,1,0,0.0
3330,2025-10-05T10:00:00,251.56,Cash Advance,Mobile,1,1,3,714,1,0,0.0
3331,2025-10-05T12:00:00,90.04,Subscription,Online,1,1,1,548,1,0,0.0
3332,2025-10-05T14:00:00,66.31,Retail,ATM,1,0,2,396,1,0,0.0
3333,2025-10-05T16:00:00,346.03,Travel,Mobile,2,0,3,673,1,0,0.0
3334,2025-10-05T18:00:00,222.12,Retail,Mobile,2,0,1,563,1,0,0.0
3335,2025-10-05T20:00:00,175.81,Travel,ATM,1,0,2,716,1,0,0.0
3336,2025-10-05T22:00:00,159.13,Retail,Card Present,2,0,3,849,1,0,0.0
3337,2025-10-06T00:00:00,86.86,Travel,Card Present,1,0,1,367,0,0,0.0
3338,2025-10-06T02:00:00,303.24,Travel,Mobile,1,0,5,312,0,0,0.0
3339,2025-10-06T04:00:00,181.34,Travel,Card Present,2,1,4,417,0,0,0.0
3340,2025-10-06T06:00:00,146.77,Electronics,Online,1,1,3,542,0,0,0.0
3341,2025-10-06T08:00:00,247.79,Retail,Online,2,0,2,249,0,0,0.0
3342,2025-10-06T10:00:00,160.45,Subscription,Card Present,2,0,4,681,0,0,0.0
3343,2025-10-06T12:00:00,90.64,Subscription,Online,1,0,2,361,0,0,0.0
3344,2025-10-06T14:00:00,246.66,Travel,ATM,1,2,1,232,0,0,0.0
3345,2025-10-06T16:00:00,264.96,Subscription,Online,2,1,4,832,0,0,0.0
3346,2025-10-06T18:00:00,76.83,Cash Advance,ATM,2,0,1,210,0,0,0.0
3347,2025-10-06T20:00:00,187.5,Travel,Mobile,2,0,1,275,0,0,0.0
3348,2025-10-06T22:00:00,120.17,Dining,Mobile,1,1,6,921,0,0,0.0
3349,2025-10-07T00:00:00,215.93,Cash Advance,Online,1,0,4,546,0,0,0.0
3350,2025-10-07T02:00:00,101.61,Subscription,Card Present,1,1,1,307,0,0,0.0
3351,2025-10-07T04:00:00,91.51,Dining,Card Present,1,0,4,746,0,0,0.0
3352,2025-10-07T06:00:00,275.47,Dining,ATM,2,0,3,583,0,0,0.0
3353,2025-10-07T08:00:00,192.93,Electronics,ATM,2,1,3,458,0,0,0.0
3354,2025-10-07T10:00:00,61.71,Electronics,ATM,1,0,3,288,0,0,0.0
3355,2025-10-07T12:00:00,162.8,Dining,ATM,1,0,5,514,0,0,0.0
3356,2025-10-07T14:00:00,148.71,Dining,ATM,2,0,2,416,0,0,0.0
3357,2025-10-07T16:00:00,245.42,Retail,Online,2,1,3,537,0,0,0.0
3358,2025-10-07T18:00:00,117.37,Electronics,Card Present,1,0,4,239,0,0,0.0
3359,2025-10-07T20:00:00,237.47,Dining,Card Present,1,1,4,507,0,0,0.0
3360,2025-10-07T22:00:00,95.08,Dining,Mobile,1,0,3,389,0,0,0.0
3361,2025-10-08T00:00:00,50.54,Subscription,ATM,1,1,4,189,0,0,0.0
3362,2025-10-08T02:00:00,186.75,Electronics,Card Present,1,0,4,479,0,0,0.0
3363,2025-10-08T04:00:00,191.03,Travel,Online,1,0,2,592,0,0,0.0
3364,2025-10-08T06:00:00,208.12,Travel,Mobile,2,0,1,556,0,0,0.0
3365,2025-10-08T08:00:00,210.57,Dining,Mobile,1,0,3,483,0,0,0.0
3366,2025-10-08T10:00:00,374.13,Travel,Card Present,3,1,1,333,0,0,0.0
3367,2025-10-08T12:00:00,178.05,Cash Advance,Online,2,0,5,268,0,0,0.0
3368,2025-10-08T14:00:00,152.02,Retail,Online,1,0,2,353,0,0,0.0
3369,2025-10-08T16:00:00,57.45,Subscription,Online,1,4,4,161,0,0,0.0
3370,2025-10-08T18:00:00,127.3,Travel,Mobile,1,1,3,299,0,0,0.0
3371,2025-10-08T20:00:00,90.48,Cash Advance,Online,1,0,1,166,0,0,0.0
3372,2025-10-08T22:00:00,190.42,Dining,Online,2,1,3,272,0,0,0.0
3373,2025-10-09T00:00:00,399.08,Subscription,ATM,1,0,3,329,0,0,0.0
3374,2025-10-09T02:00:00,95.5,Subscription,ATM,1,1,3,443,0,0,0.0
3375,2025-10-09T04:00:00,86.24,Dining,Online,2,0,4,433,0,0,0.0
3376,2025-10-09T06:00:00,96.21,Retail,Online,1,1,1,248,0,0,0.0
3377,2025-10-09T08:00:00,240.41,Electronics,Card Present,1,0,5,315,0,0,0.0
3378,2025-10-09T10:00:00,74.23,Dining,Online,1,0,3,785,0,0,0.0
3379,2025-10-09T12:00:00,208.19,Dining,ATM,2,0,1,732,0,0,0.0
3380,2025-10-09T14:00:00,40.08,Subscription,Card Present,1,0,4,372,0,0,0.0
3381,2025-10-09T16:00:00,335.96,Cash Advance,Card Present,2,1,1,661,0,0,0.0
3382,2025-10-09T18:00:00,172.68,Travel,ATM,1,0,5,470,0,0,0.0
3383,2025-10-09T20:00:00,139.55,Retail,ATM,2,0,1,665,0,0,0.0
3384,2025-10-09T22:00:00,179.88,Cash Advance,Mobile,2,0,1,1032,0,0,0.0
3385,2025-10-10T00:00:00,164.62,Dining,Card Present,2,0,1,468,0,0,0.0
3386,2025-10-10T02:00:00,100.31,Travel,Mobile,2,0,2,338,0,0,0.0
3387,2025-10-10T04:00:00,131.2,Subscription,ATM,2,0,2,657,0,0,0.0
3388,2025-10-10T06:00:00,310.73,Dining,Card Present,2,0,2,223,0,0,0.0
3389,2025-10-10T08:00:00,68.72,Cash Advance,Mobile,1,0,1,272,0,0,0.0
3390,2025-10-10T10:00:00,237.17,Cash Advance,Card Present,1,0,5,387,0,0,0.0
3391,2025-10-10T12:00:00,149.89,Travel,Card Present,3,0,3,432,0,0,0.0
3392,2025-10-10T14:00:00,310.39,Cash Advance,Online,1,0,5,388,0,0,0.0
3393,2025-10-10T16:00:00,90.56,Retail,Online,2,1,3,590,0,0,0.0
3394,2025-10-10T18:00:00,184.93,Electronics,Online,1,0,2,679,0,0,0.0
3395,2025-10-10T20:00:00,376.99,Electronics,Mobile,2,2,4,553,0,1,285.97
3396,2025-10-10T22:00:00,123.85,Subscription,ATM,1,0,3,402,0,0,0.0
3397,2025-10-11T00:00:00,74.34,Subscription,Card Present,2,0,1,333,1,0,0.0
3398,2025-10-11T02:00:00,123.97,Subscription,Mobile,1,1,2,428,1,0,0.0
3399,2025-10-11T04:00:00,55.7,Subscription,Mobile,1,0,2,140,1,0,0.0
3400,2025-10-11T06:00:00,161.68,Dining,Card Present,3,0,6,409,1,0,0.0
3401,2025-10-11T08:00:00,312.95,Dining,Card Present,2,0,3,550,1,0,0.0
3402,2025-10-11T10:00:00,84.51,Dining,Card Present,1,0,3,321,1,0,0.0
3403,2025-10-11T12:00:00,271.08,Retail,Card Present,2,0,1,104,1,0,0.0
3404,2025-10-11T14:00:00,749.7,Subscription,Online,2,0,2,517,1,0,0.0
3405,2025-10-11T16:00:00,220.81,Travel,ATM,1,2,2,338,1,0,0.0
3406,2025-10-11T18:00:00,79.81,Electronics,Online,2,0,1,395,1,0,0.0
3407,2025-10-11T20:00:00,113.99,Retail,Mobile,1,1,2,314,1,0,0.0
3408,2025-10-11T22:00:00,199.25,Travel,Card Present,2,1,5,445,1,0,0.0
3409,2025-10-12T00:00:00,350.11,Travel,Mobile,1,0,2,230,1,0,0.0
3410,2025-10-12T02:00:00,65.71,Dining,Online,1,0,1,560,1,0,0.0
3411,2025-10-12T04:00:00,134.75,Electronics,Online,1,0,2,316,1,0,0.0
3412,2025-10-12T06:00:00,162.17,Subscription,ATM,1,0,3,463,1,0,0.0
3413,2025-10-12T08:00:00,129.26,Dining,Mobile,2,0,1,481,1,0,0.0
3414,2025-10-12T10:00:00,293.13,Dining,Card Present,2,1,1,618,1,0,0.0
3415,2025-10-12T12:00:00,46.18,Subscription,Mobile,1,2,3,579,1,0,0.0
3416,2025-10-12T14:00:00,198.0,Subscription,Mobile,1,1,4,280,1,0,0.0
3417,2025-10-12T16:00:00,29.45,Travel,Card Present,1,0,2,550,1,0,0.0
3418,2025-10-12T18:00:00,69.97,Electronics,Mobile,1,0,2,364,1,0,0.0
3419,2025-10-12T20:00:00,315.91,Dining,Card Present,1,1,2,225,1,0,0.0
3420,2025-10-12T22:00:00,114.77,Electronics,Card Present,1,0,3,208,1,0,0.0
3421,2025-10-13T00:00:00,328.31,Subscription,Mobile,2,0,3,327,0,0,0.0
3422,2025-10-13T02:00:00,159.2,Retail,Online,2,0,5,468,0,0,0.0
3423,2025-10-13T04:00:00,72.93,Electronics,Card Present,2,1,4,342,0,0,0.0
3424,2025-10-13T06:00:00,376.64,Retail,Card Present,2,0,2,412,0,0,0.0
3425,2025-10-13T08:00:00,39.63,Electronics,Mobile,1,0,1,457,0,0,0.0
3426,2025-10-13T10:00:00,90.44,Travel,Mobile,1,1,4,369,0,0,0.0
3427,2025-10-13T12:00:00,75.95,Electronics,Online,2,0,1,620,0,0,0.0
3428,2025-10-13T14:00:00,173.12,Retail,Online,1,0,4,509,0,0,0.0
3429,2025-10-13T16:00:00,350.81,Subscription,Mobile,3,0,3,138,0,0,0.0
3430,2025-10-13T18:00:00,376.78,Travel,ATM,1,0,3,550,0,0,0.0
3431,2025-10-13T20:00:00,141.24,Dining,Card Present,1,0,2,342,0,0,0.0
3432,2025-10-13T22:00:00,215.51,Retail,ATM,3,0,2,492,0,0,0.0
3433,2025-10-14T00:00:00,159.02,Retail,Card Present,2,0,2,624,0,0,0.0
3434,2025-10-14T02:00:00,538.96,Retail,ATM,2,0,4,407,0,0,0.0
3435,2025-10-14T04:00:00,95.27,Dining,ATM,1,0,2,249,0,0,0.0
3436,2025-10-14T06:00:00,399.14,Retail,Online,3,0,3,346,0,0,0.0
3437,2025-10-14T08:00:00,87.44,Subscription,Mobile,2,0,1,479,0,0,0.0
3438,2025-10-14T10:00:00,219.48,Subscription,Mobile,1,0,4,356,0,0,0.0
3439,2025-10-14T12:00:00,121.79,Retail,ATM,3,1,3,420,0,0,0.0
3440,2025-10-14T14:00:00,337.04,Retail,ATM,1,0,2,287,0,0,0.0
3441,2025-10-14T16:00:00,23.6,Travel,Mobile,1,0,5,540,0,0,0.0
3442,2025-10-14T18:00:00,44.51,Electronics,Card Present,1,0,3,186,0,0,0.0
3443,2025-10-14T20:00:00,212.43,Subscription,ATM,2,1,4,698,0,0,0.0
3444,2025-10-14T22:00:00,132.42,Cash Advance,ATM,1,0,1,272,0,0,0.0
3445,2025-10-15T00:00:00,181.92,Travel,ATM,2,2,1,337,0,0,0.0
3446,2025-10-15T02:00:00,143.79,Subscription,ATM,1,1,3,521,0,0,0.0
3447,2025-10-15T04:00:00,108.0,Travel,ATM,1,1,4,369,0,0,0.0
3448,2025-10-15T06:00:00,347.31,Subscription,ATM,1,3,1,108,0,0,0.0
3449,2025-10-15T08:00:00,208.53,Electronics,ATM,2,1,3,412,0,0,0.0
3450,2025-10-15T10:00:00,53.52,Cash Advance,ATM,1,1,3,308,0,0,0.0
3451,2025-10-15T12:00:00,142.58,Dining,Mobile,2,0,3,569,0,0,0.0
3452,2025-10-15T14:00:00,163.05,Retail,ATM,1,0,2,432,0,0,0.0
3453,2025-10-15T16:00:00,122.18,Retail,ATM,1,1,2,432,0,0,0.0
3454,2025-10-15T18:00:00,294.63,Retail,Card Present,1,1,2,310,0,0,0.0
3455,2025-10-15T20:00:00,48.1,Subscription,Mobile,1,1,1,522,0,0,0.0
3456,2025-10-15T22:00:00,504.39,Retail,Online,1,0,3,354,0,0,0.0
3457,2025-10-16T00:00:00,62.26,Dining,ATM,1,0,3,323,0,0,0.0
3458,2025-10-16T02:00:00,26.97,Cash Advance,Online,2,2,4,465,0,0,0.0
3459,2025-10-16T04:00:00,184.41,Retail,Online,1,1,3,488,0,0,0.0
3460,2025-10-16T06:00:00,179.45,Subscription,Online,1,0,3,515,0,0,0.0
3461,2025-10-16T08:00:00,221.2,Travel,Card Present,1,1,3,415,0,0,0.0
3462,2025-10-16T10:00:00,229.64,Retail,Card Present,1,1,2,229,0,0,0.0
3463,2025-10-16T12:00:00,159.63,Travel,Mobile,1,0,4,683,0,0,0.0
3464,2025-10-16T14:00:00,252.41,Dining,Online,3,0,2,445,0,0,0.0
3465,2025-10-16T16:00:00,53.77,Dining,Mobile,2,0,2,64,0,0,0.0
3466,2025-10-16T18:00:00,344.82,Electronics,Mobile,1,0,3,322,0,0,0.0
3467,2025-10-16T20:00:00,106.55,Subscription,Card Present,2,0,4,420,0,0,0.0
3468,2025-10-16T22:00:00,75.66,Travel,Card Present,1,1,1,349,0,0,0.0
3469,2025-10-17T00:00:00,218.29,Retail,Card Present,1,0,3,367,0,0,0.0
3470,2025-10-17T02:00:00,99.95,Cash Advance,ATM,3,0,2,338,0,0,0.0
3471,2025-10-17T04:00:00,118.61,Travel,Online,1,1,2,62,0,0,0.0
3472,2025-10-17T06:00:00,236.65,Cash Advance,Card Present,1,0,3,392,0,0,0.0
3473,2025-10-17T08:00:00,112.1,Electronics,ATM,1,0,1,520,0,0,0.0
3474,2025-10-17T10:00:00,81.71,Cash Advance,Card Present,2,1,5,490,0,0,0.0
3475,2025-10-17T12:00:00,326.5,Travel,Card Present,1,1,5,161,0,0,0.0
3476,2025-10-17T14:00:00,207.74,Subscription,ATM,1,0,3,444,0,0,0.0
3477,2025-10-17T16:00:00,99.55,Electronics,Online,2,0,3,395,0,0,0.0
3478,2025-10-17T18:00:00,185.84,Cash Advance,Online,1,1,2,779,0,0,0.0
3479,2025-10-17T20:00:00,312.23,Cash Advance,ATM,2,1,3,315,0,0,0.0
